Element,Item,Item Code,Value,Unit,Flag
Import Quantity,Coconut Oil,2578,0.0,1000 tonnes,"Im,Im,Im"
Import Quantity,Coconuts - Incl Copra,2560,0.0,1000 tonnes,"Im,Im,Im"
Import Quantity,Coffee and products,2630,0.0,1000 tonnes,"Im,Im,Im"
Import Quantity,Cottonseed Oil,2575,0.0,1000 tonnes,"Im,Im"
Import Quantity,Cream,2743,0.0,1000 tonnes,"Im,Im,Im"
Import Quantity,Crustaceans,2765,0.04,1000 tonnes,"Im,Im,Im"
Import Quantity,Dates,2619,0.0,1000 tonnes,"Im,Im,Im"
Import Quantity,Demersal Fish,2762,0.16333333333333333,1000 tonnes,"Im,Im,Im"
Import Quantity,Eggs,2744,0.0,1000 tonnes,"Im,Im,Im"
Import Quantity,"Fats, Animals, Raw",2737,0.3333333333333333,1000 tonnes,"Im,Im,Im"
Import Quantity,Freshwater Fish,2761,0.006666666666666667,1000 tonnes,"Im,Im,Im"
Import Quantity,"Fruits, Other",2625,3.0,1000 tonnes,"Im,Im,Im"
Import Quantity,Grapefruit and products,2613,0.0,1000 tonnes,"Im,Im,Im"
Import Quantity,Grapes and products (excl wine),2620,0.3333333333333333,1000 tonnes,"Im,Im,Im"
Import Quantity,Groundnut Oil,2572,0.0,1000 tonnes,"Im,Im,Im"
Import Quantity,Groundnuts,2552,1.6666666666666667,1000 tonnes,"Im,Im,Im"
Import Quantity,Honey,2745,0.0,1000 tonnes,"Im,Im,Im"
Import Quantity,Infant food,2680,1.0,1000 tonnes,"Im,Im,Im"
Import Quantity,"Lemons, Limes and products",2612,0.0,1000 tonnes,Im
Import Quantity,Maize Germ Oil,2582,0.0,1000 tonnes,"Im,Im,Im"
Import Quantity,Maize and products,2514,11.333333333333334,1000 tonnes,"Im,Im,Im"
Import Quantity,"Marine Fish, Other",2764,0.4366666666666667,1000 tonnes,"Im,Im,Im"
Import Quantity,"Meat, Other",2735,0.0,1000 tonnes,"Im,Im,Im"
Import Quantity,Milk - Excluding Butter,2848,3.6666666666666665,1000 tonnes,"Im,Im,Im"
Import Quantity,Millet and products,2517,0.0,1000 tonnes,"Im,Im,Im"
Import Quantity,Miscellaneous,2899,8.333333333333334,1000 tonnes,"Im,Im,Im"
Import Quantity,"Molluscs, Other",2767,0.03333333333333333,1000 tonnes,"Im,Im,Im"
Import Quantity,Mutton & Goat Meat,2732,0.0,1000 tonnes,"Im,Im,Im"
Import Quantity,Nuts and products,2551,0.0,1000 tonnes,"Im,Im,Im"
Import Quantity,Oats,2516,0.0,1000 tonnes,"Im,Im,Im"
Import Quantity,"Offals, Edible",2736,0.0,1000 tonnes,"Im,Im,Im"
Import Quantity,"Oilcrops Oil, Other",2586,1.0,1000 tonnes,"Im,Im,Im"
Import Quantity,"Oilcrops, Other",2570,1.0,1000 tonnes,"Im,Im,Im"
Import Quantity,Olive Oil,2580,0.0,1000 tonnes,"Im,Im,Im"
Import Quantity,Olives (including preserved),2563,0.0,1000 tonnes,"Im,Im,Im"
Import Quantity,Onions,2602,5.333333333333333,1000 tonnes,"Im,Im,Im"
Import Quantity,"Oranges, Mandarines",2611,1.3333333333333333,1000 tonnes,"Im,Im,Im"
Import Quantity,Palm Oil,2577,1.0,1000 tonnes,"Im,Im,Im"
Import Quantity,Palm kernels,2562,0.0,1000 tonnes,"Im,Im"
Import Quantity,Palmkernel Oil,2576,0.0,1000 tonnes,"Im,Im,Im"
Import Quantity,Peas,2547,1.0,1000 tonnes,"Im,Im,Im"
Import Quantity,Pelagic Fish,2763,3.5700000000000003,1000 tonnes,"Im,Im,Im"
Import Quantity,Pepper,2640,0.0,1000 tonnes,"Im,Im,Im"
Import Quantity,Pigmeat,2733,1.6666666666666667,1000 tonnes,"Im,Im,Im"
Import Quantity,Pimento,2641,0.0,1000 tonnes,"Im,Im,Im"
Import Quantity,Pineapples and products,2618,0.0,1000 tonnes,"Im,Im,Im"
Import Quantity,Potatoes and products,2531,11.0,1000 tonnes,"Im,Im,Im"
Import Quantity,Poultry Meat,2734,21.333333333333332,1000 tonnes,"Im,Im,Im"
Import Quantity,"Pulses, Other and products",2549,0.0,1000 tonnes,"Im,Im,Im"
Import Quantity,Rape and Mustard Oil,2574,0.0,1000 tonnes,"Im,Im,Im"
Import Quantity,Rape and Mustardseed,2558,0.0,1000 tonnes,"Im,Im,Im"
Import Quantity,Rice and products,2807,0.6666666666666666,1000 tonnes,"Im,Im,Im"
Import Quantity,"Roots, Other",2534,0.0,1000 tonnes,"Im,Im,Im"
Import Quantity,Rye and products,2515,0.0,1000 tonnes,"Im,Im"
Import Quantity,Sesame seed,2561,0.0,1000 tonnes,"Im,Im,Im"
Import Quantity,Sesameseed Oil,2579,0.0,1000 tonnes,"Im,Im,Im"
Import Quantity,Sorghum and products,2518,0.0,1000 tonnes,Im
Import Quantity,Soyabean Oil,2571,5.666666666666667,1000 tonnes,"Im,Im,Im"
Import Quantity,Soyabeans,2555,0.0,1000 tonnes,"Im,Im,Im"
Import Quantity,"Spices, Other",2645,0.3333333333333333,1000 tonnes,"Im,Im,Im"
Import Quantity,Sugar (Raw Equivalent),2542,25.333333333333332,1000 tonnes,"Im,Im,Im"
Import Quantity,Sunflower seed,2557,0.0,1000 tonnes,"Im,Im,Im"
Import Quantity,Sunflowerseed Oil,2573,5.0,1000 tonnes,"Im,Im,Im"
Import Quantity,Sweet potatoes,2533,0.0,1000 tonnes,Im
Import Quantity,"Sweeteners, Other",2543,13.333333333333334,1000 tonnes,"Im,Im,Im"
Import Quantity,Tea (including mate),2635,0.3333333333333333,1000 tonnes,"Im,Im,Im"
Import Quantity,Tomatoes and products,2601,0.6666666666666666,1000 tonnes,"Im,Im,Im"
Import Quantity,"Vegetables, Other",2605,6.666666666666667,1000 tonnes,"Im,Im,Im"
Import Quantity,Wheat and products,2511,36.666666666666664,1000 tonnes,"Im,Im,Im"
Import Quantity,Wine,2655,0.6666666666666666,1000 tonnes,"Im,Im,Im"
Import Quantity,Yams,2535,0.0,1000 tonnes,Im
Production,Bananas,2615,57.666666666666664,1000 tonnes,"Im,Im,Im"
Production,Beer,2656,44.666666666666664,1000 tonnes,"Im,Im,Im"
Production,"Beverages, Alcoholic",2658,3.0,1000 tonnes,"Im,Im,Im"
Production,Bovine Meat,2731,2.0,1000 tonnes,"Im,Im,Im"
Production,"Butter, Ghee",2740,0.0,1000 tonnes,"Im,Im,Im"
Production,Cassava and products,2532,7.666666666666667,1000 tonnes,"Im,Im,Im"
Production,"Citrus, Other",2614,4.0,1000 tonnes,"Im,Im,Im"
Production,Cocoa Beans and products,2633,0.0,1000 tonnes,"Im,Im,Im"
Production,Coconut Oil,2578,1.3333333333333333,1000 tonnes,"Im,Im,Im"
Production,Coconuts - Incl Copra,2560,14.666666666666666,1000 tonnes,"Im,Im,Im"
Production,Coffee and products,2630,0.0,1000 tonnes,"Im,Im,Im"
Production,Crustaceans,2765,8.066666666666668,1000 tonnes,"Im,Im,Im"
Production,Demersal Fish,2762,0.44,1000 tonnes,"Im,Im,Im"
Production,Eggs,2744,4.666666666666667,1000 tonnes,"Im,Im,Im"
Production,"Fats, Animals, Raw",2737,0.0,1000 tonnes,"Im,Im,Im"
Production,Freshwater Fish,2761,0.9333333333333332,1000 tonnes,"Im,Im,Im"
Production,"Fruits, Other",2625,4.666666666666667,1000 tonnes,"Im,Im,Im"
Production,Grapefruit and products,2613,2.3333333333333335,1000 tonnes,"Im,Im,Im"
Production,Groundnuts,2552,0.0,1000 tonnes,"Im,Im,Im"
Production,Honey,2745,0.0,1000 tonnes,"Im,Im,Im"
Production,"Lemons, Limes and products",2612,0.0,1000 tonnes,"Im,Im,Im"
Production,Maize and products,2514,0.0,1000 tonnes,"Im,Im,Im"
Production,"Marine Fish, Other",2764,34.15,1000 tonnes,"Im,Im,Im"
Production,Milk - Excluding Butter,2848,4.333333333333333,1000 tonnes,"Im,Im,Im"
Production,Mutton & Goat Meat,2732,0.0,1000 tonnes,"Im,Im,Im"
Production,"Offals, Edible",2736,0.0,1000 tonnes,"Im,Im,Im"
Production,"Oilcrops Oil, Other",2586,1.0,1000 tonnes,"Im,Im,Im"
Production,"Oranges, Mandarines",2611,16.0,1000 tonnes,"Im,Im,Im"
Production,Palm Oil,2577,0.0,1000 tonnes,"Im,Im,Im"
Production,Palm kernels,2562,1.0,1000 tonnes,"Im,Im,Im"
Production,Palmkernel Oil,2576,0.0,1000 tonnes,"Im,Im,Im"
Production,Pelagic Fish,2763,3.52,1000 tonnes,"Im,Im,Im"
Production,Pigmeat,2733,2.0,1000 tonnes,"Im,Im,Im"
Production,Pineapples and products,2618,3.0,1000 tonnes,"Im,Im,Im"
Production,Plantains,2616,17.333333333333332,1000 tonnes,"Im,Im,Im"
Production,Poultry Meat,2734,9.666666666666666,1000 tonnes,"Im,Im,Im"
Production,"Pulses, Other and products",2549,0.0,1000 tonnes,"Im,Im,Im"
Production,Rice and products,2807,280.3333333333333,1000 tonnes,"Im,Im,Im"
Production,"Roots, Other",2534,2.0,1000 tonnes,"Im,Im,Im"
Production,Soyabeans,2555,0.0,1000 tonnes,"Im,Im,Im"
Production,Sugar (Raw Equivalent),2542,6.0,1000 tonnes,"Im,Im,Im"
Production,Sugar cane,2536,125.33333333333333,1000 tonnes,"Im,Im,Im"
Production,Sweet potatoes,2533,1.0,1000 tonnes,"Im,Im,Im"
Production,"Sweeteners, Other",2543,0.0,1000 tonnes,"Im,Im,Im"
Production,Tomatoes and products,2601,1.6666666666666667,1000 tonnes,"Im,Im,Im"
Production,"Vegetables, Other",2605,27.666666666666668,1000 tonnes,"Im,Im,Im"
Production,Wheat and products,2511,0.0,1000 tonnes,"Im,Im,Im"
Protein supply quantity (g/capita/day),Apples and products,2617,0.0,g/capita/day,"Fc,Fc,Fc"
Protein supply quantity (g/capita/day),Aquatic Plants,2775,0.0,g/capita/day,"Fc,Fc,Fc"
Protein supply quantity (g/capita/day),Bananas,2615,0.2966666666666667,g/capita/day,"Fc,Fc,Fc"
Protein supply quantity (g/capita/day),Barley and products,2513,0.06,g/capita/day,"Fc,Fc,Fc"
Protein supply quantity (g/capita/day),Beans,2546,0.41,g/capita/day,"Fc,Fc,Fc"
Protein supply quantity (g/capita/day),Beer,2656,0.3433333333333333,g/capita/day,"Fc,Fc,Fc"
Protein supply quantity (g/capita/day),"Beverages, Alcoholic",2658,0.0,g/capita/day,"Fc,Fc,Fc"
Protein supply quantity (g/capita/day),"Beverages, Fermented",2657,0.0,g/capita/day,"Fc,Fc,Fc"
Protein supply quantity (g/capita/day),Bovine Meat,2731,2.0666666666666664,g/capita/day,"Fc,Fc,Fc"
Protein supply quantity (g/capita/day),"Butter, Ghee",2740,0.006666666666666667,g/capita/day,"Fc,Fc,Fc"
Protein supply quantity (g/capita/day),Cassava and products,2532,0.19999999999999998,g/capita/day,"Fc,Fc,Fc"
Protein supply quantity (g/capita/day),Cephalopods,2766,0.0,g/capita/day,"Fc,Fc,Fc"
Protein supply quantity (g/capita/day),"Cereals, Other",2520,0.07666666666666667,g/capita/day,"Fc,Fc,Fc"
Protein supply quantity (g/capita/day),"Citrus, Other",2614,0.08333333333333333,g/capita/day,"Fc,Fc,Fc"
Protein supply quantity (g/capita/day),Cloves,2642,0.0,g/capita/day,"Fc,Fc,Fc"
Protein supply quantity (g/capita/day),Cocoa Beans and products,2633,0.19333333333333333,g/capita/day,"Fc,Fc,Fc"
Protein supply quantity (g/capita/day),Coconut Oil,2578,0.0,g/capita/day,"Fc,Fc,Fc"
Protein supply quantity (g/capita/day),Coconuts - Incl Copra,2560,0.21333333333333335,g/capita/day,"Fc,Fc,Fc"
Protein supply quantity (g/capita/day),Coffee and products,2630,0.03666666666666667,g/capita/day,"Fc,Fc,Fc"
Protein supply quantity (g/capita/day),Cream,2743,0.006666666666666667,g/capita/day,"Fc,Fc,Fc"
Protein supply quantity (g/capita/day),Crustaceans,2765,0.82,g/capita/day,"Fc,Fc,Fc"
Protein supply quantity (g/capita/day),Demersal Fish,2762,0.27,g/capita/day,"Fc,Fc,Fc"
Protein supply quantity (g/capita/day),Eggs,2744,1.7433333333333334,g/capita/day,"Fc,Fc,Fc"
Protein supply quantity (g/capita/day),"Fats, Animals, Raw",2737,0.006666666666666667,g/capita/day,"Fc,Fc,Fc"
Protein supply quantity (g/capita/day),Freshwater Fish,2761,0.2866666666666667,g/capita/day,"Fc,Fc,Fc"
Protein supply quantity (g/capita/day),"Fruits, Other",2625,0.18000000000000002,g/capita/day,"Fc,Fc,Fc"
Protein supply quantity (g/capita/day),Grapefruit and products,2613,0.02666666666666667,g/capita/day,"Fc,Fc,Fc"
Protein supply quantity (g/capita/day),Grapes and products (excl wine),2620,0.04,g/capita/day,"Fc,Fc,Fc"
Protein supply quantity (g/capita/day),Groundnut Oil,2572,0.0,g/capita/day,"Fc,Fc,Fc"
Protein supply quantity (g/capita/day),Groundnuts,2552,1.47,g/capita/day,"Fc,Fc,Fc"
Protein supply quantity (g/capita/day),Honey,2745,0.0,g/capita/day,"Fc,Fc,Fc"
Protein supply quantity (g/capita/day),Infant food,2680,0.29,g/capita/day,"Fc,Fc,Fc"
Protein supply quantity (g/capita/day),"Lemons, Limes and products",2612,0.0,g/capita/day,"Fc,Fc,Fc"
Protein supply quantity (g/capita/day),Maize Germ Oil,2582,0.0,g/capita/day,"Fc,Fc,Fc"
Protein supply quantity (g/capita/day),Maize and products,2514,0.4633333333333334,g/capita/day,"Fc,Fc,Fc"
Protein supply quantity (g/capita/day),"Marine Fish, Other",2764,1.5233333333333334,g/capita/day,"Fc,Fc,Fc"
Protein supply quantity (g/capita/day),"Meat, Other",2735,0.1366666666666667,g/capita/day,"Fc,Fc,Fc"
Protein supply quantity (g/capita/day),Milk - Excluding Butter,2848,4.29,g/capita/day,"Fc,Fc,Fc"
Protein supply quantity (g/capita/day),Miscellaneous,2899,0.41333333333333333,g/capita/day,"Fc,Fc,Fc"
Protein supply quantity (g/capita/day),"Molluscs, Other",2767,0.0033333333333333335,g/capita/day,"Fc,Fc,Fc"
Protein supply quantity (g/capita/day),Mutton & Goat Meat,2732,0.016666666666666666,g/capita/day,"Fc,Fc,Fc"
Protein supply quantity (g/capita/day),Nuts and products,2551,0.03,g/capita/day,"Fc,Fc,Fc"
Protein supply quantity (g/capita/day),Oats,2516,0.20666666666666667,g/capita/day,"Fc,Fc,Fc"
Protein supply quantity (g/capita/day),"Offals, Edible",2736,0.37666666666666665,g/capita/day,"Fc,Fc,Fc"
Protein supply quantity (g/capita/day),"Oilcrops Oil, Other",2586,0.03,g/capita/day,"Fc,Fc,Fc"
Protein supply quantity (g/capita/day),Olive Oil,2580,0.0,g/capita/day,"Fc,Fc,Fc"
Protein supply quantity (g/capita/day),Olives (including preserved),2563,0.0,g/capita/day,"Fc,Fc,Fc"
Protein supply quantity (g/capita/day),Onions,2602,0.29666666666666663,g/capita/day,"Fc,Fc,Fc"
Protein supply quantity (g/capita/day),"Oranges, Mandarines",2611,0.3633333333333333,g/capita/day,"Fc,Fc,Fc"
Protein supply quantity (g/capita/day),Peas,2547,0.75,g/capita/day,"Fc,Fc,Fc"
Protein supply quantity (g/capita/day),Pelagic Fish,2763,1.8866666666666667,g/capita/day,"Fc,Fc,Fc"
Protein supply quantity (g/capita/day),Pepper,2640,0.0,g/capita/day,"Fc,Fc,Fc"
Protein supply quantity (g/capita/day),Pigmeat,2733,2.0766666666666667,g/capita/day,"Fc,Fc,Fc"
Protein supply quantity (g/capita/day),Pimento,2641,0.006666666666666667,g/capita/day,"Fc,Fc,Fc"
Protein supply quantity (g/capita/day),Pineapples and products,2618,0.023333333333333334,g/capita/day,"Fc,Fc,Fc"
Protein supply quantity (g/capita/day),Plantains,2616,0.44,g/capita/day,"Fc,Fc,Fc"
Protein supply quantity (g/capita/day),Potatoes and products,2531,0.79,g/capita/day,"Fc,Fc,Fc"
Protein supply quantity (g/capita/day),Poultry Meat,2734,9.956666666666665,g/capita/day,"Fc,Fc,Fc"
Protein supply quantity (g/capita/day),"Pulses, Other and products",2549,0.10000000000000002,g/capita/day,"Fc,Fc,Fc"
Protein supply quantity (g/capita/day),Rape and Mustardseed,2558,0.0,g/capita/day,"Fc,Fc,Fc"
Protein supply quantity (g/capita/day),Rice and products,2807,12.646666666666667,g/capita/day,"Fc,Fc,Fc"
Protein supply quantity (g/capita/day),"Roots, Other",2534,0.043333333333333335,g/capita/day,"Fc,Fc,Fc"
Protein supply quantity (g/capita/day),Rye and products,2515,0.0,g/capita/day,"Fc,Fc,Fc"
Protein supply quantity (g/capita/day),Sesame seed,2561,0.0,g/capita/day,"Fc,Fc,Fc"
Protein supply quantity (g/capita/day),Sesameseed Oil,2579,0.0,g/capita/day,"Fc,Fc,Fc"
Protein supply quantity (g/capita/day),Soyabean Oil,2571,0.0,g/capita/day,"Fc,Fc,Fc"
Protein supply quantity (g/capita/day),Soyabeans,2555,0.23666666666666666,g/capita/day,"Fc,Fc,Fc"
Protein supply quantity (g/capita/day),"Spices, Other",2645,0.09000000000000001,g/capita/day,"Fc,Fc,Fc"
Protein supply quantity (g/capita/day),Sugar (Raw Equivalent),2542,0.0,g/capita/day,"Fc,Fc,Fc"
Protein supply quantity (g/capita/day),Sugar cane,2536,0.02,g/capita/day,"Fc,Fc,Fc"
Protein supply quantity (g/capita/day),Sunflower seed,2557,0.07,g/capita/day,"Fc,Fc,Fc"
Protein supply quantity (g/capita/day),Sunflowerseed Oil,2573,0.0,g/capita/day,"Fc,Fc,Fc"
Protein supply quantity (g/capita/day),Sweet potatoes,2533,0.02,g/capita/day,"Fc,Fc,Fc"
Protein supply quantity (g/capita/day),"Sweeteners, Other",2543,0.0,g/capita/day,"Fc,Fc,Fc"
Protein supply quantity (g/capita/day),Tea (including mate),2635,0.18000000000000002,g/capita/day,"Fc,Fc,Fc"
Protein supply quantity (g/capita/day),Tomatoes and products,2601,0.13,g/capita/day,"Fc,Fc,Fc"
Protein supply quantity (g/capita/day),"Vegetables, Other",2605,2.563333333333333,g/capita/day,"Fc,Fc,Fc"
Protein supply quantity (g/capita/day),Wheat and products,2511,11.76,g/capita/day,"Fc,Fc,Fc"
Protein supply quantity (g/capita/day),Wine,2655,0.0,g/capita/day,"Fc,Fc,Fc"
